Date,Open,High,Low,Last,Close,Total Trade
3/28/2022,1425.280029,1440.23999,1421.630005,1426.630005,1426.630005,11197700
3/27/2022,1424.48999,1424.48999,1409.089966,1413.400024,1413.400024,6620500
3/26/2022,1414.060059,1419.119995,1388.810059,1390.709961,1390.709961,12923200
3/23/2022,1390.829956,1399.069946,1390.22998,1394.349976,1394.349976,10142400
3/22/2022,1392.199951,1392.199951,1373.719971,1375.930054,1375.930054,8854100
3/21/2022,1375.969971,1387.400024,1373.069946,1385.349976,1385.349976,7723200
3/20/2022,1386.540039,1391.25,1378.160034,1390.839966,1390.839966,8092600
3/19/2022,1390.5,1406.319946,1388.589966,1398.26001,1398.26001,9680300
3/16/2022,1398.359985,1404.459961,1398.079956,1400.380005,1400.380005,6443900
3/15/2022,1399.619995,1399.619995,1377.790039,1385.670044,1385.670044,7341000
3/14/2022,1386.420044,1393.119995,1370.119995,1377.650024,1377.650024,8601900
3/13/2022,1376.26001,1388.180054,1371.73999,1377.199951,1377.199951,6719600
3/12/2022,1377.47998,1404.050049,1377.47998,1404.050049,1404.050049,7825500
3/9/2022,1400.060059,1400.060059,1359.900024,1360.680054,1360.680054,9459500
3/8/2022,1360.829956,1370.630005,1350.619995,1361.76001,1361.76001,10566000
3/7/2022,1358.97998,1366.839966,1351.560059,1358.439941,1358.439941,7307400
3/6/2022,1357.089966,1357.089966,1335.469971,1335.48999,1335.48999,7618100
3/5/2022,1335.780029,1353.030029,1331.290039,1339.869995,1339.869995,10972200
3/1/2022,1341.810059,1360.030029,1341.709961,1360.030029,1360.030029,12356400
2/28/2022,1358.849976,1364.699951,1352.069946,1360.140015,1360.140015,7078500
2/27/2022,1360.709961,1366.589966,1350.540039,1350.930054,1350.930054,6918800
2/26/2022,1349.589966,1349.589966,1333.400024,1337.810059,1337.810059,6755600
2/23/2022,1336.890015,1347.660034,1330.5,1342.829956,1342.829956,11354800
2/22/2022,1341.02002,1341.02002,1314.459961,1317.930054,1317.930054,11954200
2/21/2022,1319.77002,1323.780029,1315.310059,1318,1318,7264500
2/20/2022,1317.22998,1326.02002,1304.420044,1314.290039,1314.290039,9335800
2/19/2022,1314.540039,1335.630005,1314.540039,1321.969971,1321.969971,8236100
2/16/2022,1316.290039,1316.290039,1283.150024,1283.150024,1283.150024,11307600
2/15/2022,1283.599976,1289.449951,1272,1278.380005,1278.380005,10884100
2/14/2022,1278.060059,1290.310059,1274.859985,1280,1280,7523000
2/12/2022,1276.689941,1285.310059,1260.680054,1284.910034,1284.910034,9909800
2/9/2022,1285.819946,1292.170044,1261.51001,1261.52002,1261.52002,8437500
2/8/2022,1262.959961,1271.47998,1252.01001,1262.900024,1262.900024,4796100
2/7/2022,1262.900024,1273.949951,1240.680054,1252.310059,1252.310059,8501800
2/6/2022,1251.839966,1274.170044,1242.839966,1273.699951,1273.699951,9854900
2/5/2022,1273.380005,1277.359985,1244.569946,1244.689941,1244.689941,8299600
2/2/2022,1245.25,1257.650024,1236.76001,1253.390015,1253.390015,8654700
2/1/2022,1248.660034,1257.27002,1225.349976,1239.48999,1239.48999,9952800
1/31/2022,1241.609985,1253.5,1225.01001,1228.300049,1228.300049,8840700
1/30/2022,1226.829956,1234.349976,1200.439941,1214.910034,1214.910034,12129800
1/29/2022,1214.650024,1245.52002,1211.390015,1245.359985,1245.359985,9474900
1/25/2022,1246.310059,1262.310059,1241.48999,1260.319946,1260.319946,17557200
1/24/2022,1258.219971,1262.22998,1251.810059,1260.680054,1260.680054,22562200
1/23/2022,1261.819946,1267.73999,1255.699951,1260,1260,11791100
1/22/2022,1257.079956,1277.420044,1248.829956,1277,1277,9373600
1/19/2022,1278.869995,1291.170044,1276.060059,1282.189941,1282.189941,9778400
1/18/2022,1283.219971,1283.219971,1251.47998,1252.540039,1252.540039,7074700
1/17/2022,1253.51001,1263.22998,1251.75,1257.76001,1257.76001,6360600
1/16/2022,1257.76001,1260.089966,1234.369995,1234.369995,1234.369995,6313600
1/15/2022,1236.380005,1263.199951,1236.380005,1263.199951,1263.199951,5599900
1/12/2022,1264.52002,1284.329956,1264.52002,1284.26001,1284.26001,6974400
1/11/2022,1281.369995,1284.930054,1265.969971,1267.380005,1267.380005,5724400
1/10/2022,1269.420044,1270.52002,1254.540039,1260.310059,1260.310059,6009700
1/9/2022,1253.27002,1260.48999,1247.449951,1249.01001,1249.01001,4969000
1/8/2022,1254.869995,1284.880005,1254.670044,1284.880005,1284.880005,7161800
1/5/2022,1283.98999,1291.670044,1276,1289.189941,1289.189941,6744800
1/4/2022,1286.51001,1286.51001,1264.290039,1266.069946,1266.069946,5542000
1/3/2022,1266.290039,1297.849976,1262.109985,1296.319946,1296.319946,7471100
1/2/2022,1294.420044,1313.150024,1291.410034,1305.319946,1305.319946,8470100
1/1/2022,1304.790039,1304.790039,1285.640015,1289.589966,1289.589966,5505800
12/29/2021,1288.640015,1294.030029,1274.859985,1285.829956,1285.829956,7243700
12/28/2021,1282.109985,1300.109985,1276.839966,1292.930054,1292.930054,5831300
12/27/2021,1293.849976,1302.050049,1290.73999,1298.199951,1298.199951,7084300
12/26/2021,1298.140015,1300.219971,1274.51001,1278.599976,1278.599976,6661100
12/22/2021,1276.650024,1276.650024,1263.109985,1266.689941,1266.689941,6086900
12/21/2021,1267.339966,1276.01001,1261.160034,1274.540039,1274.540039,7956200
12/20/2021,1271.069946,1281.400024,1265.219971,1277.719971,1277.719971,7021100
12/19/2021,1277.589966,1293.089966,1277.589966,1292.199951,1292.199951,4589800
12/18/2021,1290.469971,1290.469971,1264.869995,1266.839966,1266.839966,4024500
12/15/2021,1267.030029,1275.650024,1263.209961,1271.51001,1271.51001,6609700
12/14/2021,1271.290039,1285.050049,1270.030029,1281.660034,1281.660034,8765400
12/13/2021,1283.790039,1300.680054,1283.790039,1300.680054,1300.680054,6053300
12/12/2021,1296.48999,1297.589966,1282.73999,1282.829956,1282.829956,7688700
12/11/2021,1287.829956,1303.040039,1272.199951,1277.579956,1277.579956,12210700
12/8/2021,1276.609985,1280.599976,1265.589966,1274.97998,1274.97998,8620500
12/7/2021,1271.800049,1271.800049,1232.829956,1236.829956,1236.829956,9687300
12/6/2021,1233.209961,1244.939941,1217.22998,1242.310059,1242.310059,9059500
12/5/2021,1249.5,1274.420044,1247.119995,1267.790039,1267.790039,18017700
12/4/2021,1267.97998,1268.660034,1224.51001,1224.51001,1224.51001,14444700
12/1/2021,1227.5,1243.900024,1221.599976,1232.040039,1232.040039,12441100
11/30/2021,1229.040039,1249.97998,1211.540039,1249.050049,1249.050049,12929800
11/29/2021,1245.880005,1255.089966,1233.810059,1251.699951,1251.699951,12043900
11/28/2021,1250.920044,1250.920044,1192.699951,1192.699951,1192.699951,13121600
11/27/2021,1188.310059,1214.839966,1169.280029,1213.599976,1213.599976,13967400
11/24/2021,1210.339966,1210.339966,1155.880005,1156.390015,1156.390015,18235500
11/23/2021,1157.079956,1211.140015,1133.5,1206.51001,1206.51001,17161600
11/22/2021,1213.109985,1265.119995,1213.109985,1255.079956,1255.079956,19991900
11/21/2021,1255.369995,1255.369995,1205.609985,1207.089966,1207.089966,8805700
11/20/2021,1207.609985,1221.150024,1187.060059,1188.219971,1188.219971,10397900
11/17/2021,1188.790039,1197.410034,1179.790039,1185.869995,1185.869995,8475500
11/16/2021,1187.869995,1220.030029,1187.869995,1209.180054,1209.180054,10030500
11/15/2021,1204.469971,1215.77002,1187.540039,1213.27002,1213.27002,10574400
11/14/2021,1209.069946,1209.069946,1106.420044,1106.420044,1106.420044,21504200
11/13/2021,1113.780029,1168.030029,1113.780029,1166.359985,1166.359985,6166400
11/10/2021,1164.170044,1167.030029,1140.77002,1161.060059,1161.060059,12457100
11/9/2021,1160.640015,1160.640015,1111.430054,1114.280029,1114.280029,11957800
11/8/2021,1115.160034,1153.819946,1098.140015,1099.22998,1099.22998,15969800
11/7/2021,1097.560059,1097.560059,1007.969971,1056.890015,1056.890015,22418700
11/6/2021,1057.599976,1072.910034,996.22998,996.22998,996.22998,22086600
11/3/2021,988.909973,1021.059998,970.969971,984.940002,984.940002,23629100
11/2/2021,988.419983,1005.25,909.190002,909.919983,909.919983,16133800
11/1/2021,902.309998,936.359985,839.799988,899.219971,899.219971,21174400
10/31/2021,912.75,1006.929993,912.75,1003.349976,1003.349976,17793100
10/30/2021,1009.969971,1044.310059,972.070007,998.01001,998.01001,15554000
10/27/2021,994.599976,994.599976,903.98999,907.840027,907.840027,13429300
10/26/2021,909.530029,947.710022,865.830017,946.429993,946.429993,32446900
10/25/2021,942.289978,984.640015,918.73999,940.549988,940.549988,28469900
10/24/2021,943.51001,985.400024,943.51001,985.400024,985.400024,13493200
10/23/2021,980.400024,985.440002,952.469971,955.049988,955.049988,11552400
10/19/2021,951.669983,951.669983,875.809998,896.780029,896.780029,13106800
10/18/2021,899.080017,922.830017,858.440002,908.109985,908.109985,12944800
10/17/2021,895.219971,896.299988,852.849976,876.77002,876.77002,14703200
10/16/2021,874.280029,893.780029,846.75,848.919983,848.919983,12388900
10/13/2021,848.919983,940.51001,845.27002,940.51001,940.51001,16194500
10/12/2021,939.51001,969.969971,922.26001,930.090027,930.090027,19493600
10/11/2021,939.380005,963.22998,928.5,954.090027,954.090027,15961800
10/10/2021,953.109985,984.380005,944.590027,968.75,968.75,14831700
10/9/2021,968.669983,975.570007,958.820007,966.299988,966.299988,11897000
10/6/2021,971.309998,1007.51001,971.309998,1005.75,1005.75,14685100
10/5/2021,1001.840027,1001.840027,949.859985,952.77002,952.77002,13879100
10/4/2021,952.400024,952.400024,899.72998,904.880005,904.880005,17132400
10/3/2021,907.440002,931.460022,906.900024,930.98999,930.98999,9353200
9/29/2021,936.75,951.950012,907.469971,919.210022,919.210022,16144000
9/28/2021,917.150024,917.150024,884.900024,898.950012,898.950012,20272900
9/27/2021,893.390015,893.390015,850.47998,852.299988,852.299988,20082000
9/26/2021,853.130005,913.01001,818.690002,911.289978,911.289978,26442900
9/25/2021,904.359985,916.880005,869.880005,873.289978,873.289978,19015100
9/22/2021,873.22998,882.289978,848.97998,850.75,850.75,15072500
9/21/2021,852.340027,865.900024,826.840027,859.119995,859.119995,16675500
9/20/2021,859.030029,864.570007,806.179993,806.580017,806.580017,15653500
9/19/2021,805.869995,820.52002,747.780029,752.440002,752.440002,19539200
9/18/2021,755.840027,801.200012,741.02002,800.030029,800.030029,20468500
9/15/2021,801.200012,865.599976,801.200012,851.809998,851.809998,20089200
9/14/2021,853.400024,868.940002,834.98999,857.390015,857.390015,21520800
9/13/2021,852.900024,887.679993,841.369995,887.679993,887.679993,12700400
9/12/2021,886.890015,896.25,881.210022,896.23999,896.23999,5125800
9/11/2021,888.609985,888.609985,815.690002,816.210022,816.210022,11410900
9/8/2021,817.940002,850.539978,817.940002,848.809998,848.809998,11667700
9/7/2021,843.599976,873.119995,827.599976,870.73999,870.73999,11797700
9/6/2021,869.75,875.599976,833.599976,845.219971,845.219971,9763400
9/5/2021,844.429993,879.419983,818.409973,876.070007,876.070007,13029300
9/4/2021,882.710022,918.570007,882.710022,909.700012,909.700012,16272300
9/1/2021,906.47998,916.26001,885.380005,888.669983,888.669983,13766000
8/31/2021,892.169983,908.27002,885.450012,899.23999,899.23999,10463500
8/30/2021,898.349976,904.630005,868.72998,873.590027,873.590027,12346000
8/29/2021,871.789978,883.23999,851.349976,879.72998,879.72998,11432700
8/28/2021,881.070007,884.630005,857.719971,868.570007,868.570007,13462300
8/24/2021,871.530029,914.659973,871.530029,913.179993,913.179993,14105000
8/23/2021,908.159973,918.849976,895.940002,904.419983,904.419983,11567800
8/22/2021,905.97998,911.02002,877.440002,885.280029,885.280029,9517400
8/21/2021,886.960022,905.469971,883.02002,887.880005,887.880005,11213900
8/18/2021,887.200012,887.369995,857.090027,871.630005,871.630005,7827300
8/17/2021,874.309998,880.440002,860.099976,863.159973,863.159973,7547800
8/16/2021,863.869995,869.789978,861.440002,868.150024,868.150024,3839100
8/14/2021,869.51001,873.73999,866.52002,872.799988,872.799988,3914200
8/11/2021,872.369995,873.700012,857.070007,869.419983,869.419983,7396300
8/10/2021,870.580017,891.119995,870.580017,890.640015,890.640015,7679300
8/9/2021,890.590027,910.320007,889.669983,903.25,903.25,5767800
8/8/2021,902.98999,934.72998,899.349976,931.799988,931.799988,7213700
8/7/2021,929.169983,936.630005,919.530029,927.450012,927.450012,9768200
8/4/2021,931.169983,943.849976,927.280029,934.700012,934.700012,12837500
8/3/2021,927.450012,927.450012,902.369995,906.650024,906.650024,8980000
8/2/2021,905.72998,910,896.809998,909.72998,909.72998,7194100
8/1/2021,909.909973,911.929993,888.309998,890.349976,890.349976,8672300
7/31/2021,890.400024,890.400024,864.320007,870.26001,870.26001,6601900
7/28/2021,869.789978,877.02002,862.02002,871.789978,871.789978,8856100
7/27/2021,867.280029,867.280029,836.929993,842.619995,842.619995,10924800
7/26/2021,841.98999,851.590027,817.039978,843.73999,843.73999,11857100
7/25/2021,844.450012,858.130005,830.659973,850.119995,850.119995,10438300
7/24/2021,849.640015,849.640015,804.469971,805.219971,805.219971,10086300
7/21/2021,806.77002,841.719971,804.299988,840.23999,840.23999,9839100
7/20/2021,839.73999,839.73999,811.289978,827.5,827.5,16517400
7/19/2021,822.159973,838.609985,806.070007,831.950012,831.950012,21444100
7/18/2021,832.5,852.530029,827.690002,836.570007,836.570007,9212100
7/17/2021,837.299988,850.450012,835.400024,845.710022,845.710022,9844700
7/14/2021,845.72998,877.859985,845.72998,874.090027,874.090027,15367400
7/13/2021,868.890015,868.890015,844.150024,845.140015,845.140015,14553000
7/12/2021,845.690002,851.659973,821.669983,825.880005,825.880005,9334600
7/11/2021,823.090027,830.780029,812.869995,825.440002,825.440002,10403300
7/10/2021,825.690002,842.599976,821.97998,838.51001,838.51001,13099800
7/7/2021,837.77002,851.849976,829.179993,832.22998,832.22998,13621100
7/6/2021,831.75,850.549988,819.909973,845.849976,845.849976,14514200
7/5/2021,846.090027,870.75,845.419983,868.599976,868.599976,14062100
7/4/2021,868.23999,875.01001,861.650024,869.890015,869.890015,9944600
7/3/2021,866.869995,868.049988,822.98999,827.159973,827.159973,14193100
6/30/2021,827.409973,838.219971,822.299988,833.73999,833.73999,10452700
6/29/2021,829.909973,835.47998,808.059998,835.190002,835.190002,11089400
6/28/2021,833.950012,839.429993,825.210022,826.840027,826.840027,8285100
6/27/2021,818.609985,818.609985,789.169983,789.169983,789.169983,11349400
6/23/2021,791.059998,796.169983,780.429993,788.419983,788.419983,12036900
6/22/2021,787.909973,797.580017,777.030029,778.940002,778.940002,9967400
6/21/2021,775.869995,778.690002,754.25,770.049988,770.049988,12421700
6/20/2021,773.25,777.849976,742.369995,743.330017,743.330017,10431700
6/19/2021,744.690002,775.48999,744.690002,773.140015,773.140015,12179600
6/16/2021,770.640015,780.119995,752.890015,764.900024,764.900024,12865300
6/15/2021,765.76001,779.419983,751.75,752.830017,752.830017,11199900
6/14/2021,749.929993,751.27002,734.52002,735.090027,735.090027,10829100
6/13/2021,729.570007,729.570007,699.700012,700.820007,700.820007,11565400
6/12/2021,704.440002,711.669983,692.299988,696.330017,696.330017,13036500
6/9/2021,698.599976,724.119995,698.599976,712.869995,712.869995,15621100
6/8/2021,708.27002,708.27002,677.929993,682.549988,682.549988,13046700
6/7/2021,684.039978,699.090027,666.789978,683.380005,683.380005,14453900
6/6/2021,680.76001,695.27002,672.880005,676.530029,676.530029,12929600
6/5/2021,679.280029,719.599976,679.280029,719.599976,719.599976,13446900
6/2/2021,719.590027,731.919983,713.849976,721.359985,721.359985,11835300
6/1/2021,720.890015,752.630005,714.76001,750.73999,750.73999,10038100
5/31/2021,751.969971,758.289978,742.460022,756.549988,756.549988,7804900
5/30/2021,758.840027,774.530029,753.369995,753.890015,753.890015,9883700
5/29/2021,753.880005,778.119995,749.929993,778.119995,778.119995,9415500
5/26/2021,776.01001,803.039978,765.640015,794.349976,794.349976,10014300
5/25/2021,797.919983,803.23999,781.820007,784.039978,784.039978,8214100
5/24/2021,784.580017,788.909973,766.200012,768.539978,768.539978,9466300
5/23/2021,772.309998,823.369995,772.309998,822.919983,822.919983,8534400
5/22/2021,820.599976,823.650024,805.47998,806.119995,806.119995,7632300
5/19/2021,806.809998,826.780029,791.369995,813.880005,813.880005,8663900
5/18/2021,814.059998,832.97998,814.059998,832.859985,832.859985,11994500
5/17/2021,828.679993,828.679993,813.429993,815.940002,815.940002,6638900
5/16/2021,809.070007,809.070007,779.809998,787.530029,787.530029,6182000
5/15/2021,790.880005,810.47998,790.880005,797.869995,797.869995,7303200
5/12/2021,793.590027,813.619995,783.320007,811.080017,811.080017,6595700
5/11/2021,814.530029,845.609985,814.530029,834.380005,834.380005,8967000
5/10/2021,835.130005,842.5,826.700012,842.5,842.5,7572000
5/9/2021,839.75,839.75,822.789978,835.47998,835.47998,6554000
5/8/2021,834.119995,834.119995,814.530029,815.549988,815.549988,7352800
5/5/2021,816.76001,828.419983,814.840027,825.159973,825.159973,5524800
5/4/2021,829.289978,856.909973,829.289978,856.559998,856.559998,6758400
5/3/2021,855.330017,864.309998,845.349976,858.72998,858.72998,6094000
5/2/2021,856.880005,856.880005,840.25,841.5,841.5,6850300
